"PostOfficeName","Pincode","City","District","State"
"Besroli","341520","Nagaur","Nagaur","Rajasthan"
"Bidiad","341521","Nagaur","Nagaur","Rajasthan"
"Bhakri","341522","Nagaur","Nagaur","Rajasthan"
"Ghatwa","341523","Nagaur","Nagaur","Rajasthan"
"Bajwas","341524","Nagaur","Nagaur","Rajasthan"
"Gudha Salt","341525","Nagaur","Nagaur","Rajasthan"
"Nimod","341526","Nagaur","Nagaur","Rajasthan"
"Narainpura","341527","Nagaur","Nagaur","Rajasthan"
"Panchwa","341528","Nagaur","Nagaur","Rajasthan"
"Bagot","341529","Nagaur","Nagaur","Rajasthan"
"Chandarun","341530","Nagaur","Nagaur","Rajasthan"
"Rid","341531","Nagaur","Nagaur","Rajasthan"
"Peelwa Nagaur","341532","Nagaur","Nagaur","Rajasthan"
"Mithki","341533","Nagaur","Nagaur","Rajasthan"
"Jawla","341534","Nagaur","Nagaur","Rajasthan"
"Manglana","341535","Nagaur","Nagaur","Rajasthan"
"Bhagwanpura Nagaur","341536","Nagaur","Nagaur","Rajasthan"
"Chitawa","341537","Nagaur","Nagaur","Rajasthan"
"Lunwa","341538","Nagaur","Nagaur","Rajasthan"
"Bursu","341539","Nagaur","Nagaur","Rajasthan"
"Manana","341540","Nagaur","Nagaur","Rajasthan"
"Idwa","341541","Nagaur","Nagaur","Rajasthan"
"I E Bidiad","341542","Nagaur","Nagaur","Rajasthan"
"Mokala","341544","Nagaur","Nagaur","Rajasthan"
"Lampolai","341545","Nagaur","Nagaur","Rajasthan"
"Kalru","341546","Nagaur","Nagaur","Rajasthan"
"Katyasani","341547","Nagaur","Nagaur","Rajasthan"
"Kalwa","341548","Nagaur","Nagaur","Rajasthan"
"Tilanesh","341549","Nagaur","Nagaur","Rajasthan"
"Barwala","341550","Nagaur","Nagaur","Rajasthan"
"Aerodrome Agency","342001","Jodhpur","Jodhpur","Rajasthan"
"Cloth Market","342001","Jodhpur","Jodhpur","Rajasthan"
"Engineering College","342001","Jodhpur","Jodhpur","Rajasthan"
"Jawahar Chowk","342001","Jodhpur","Jodhpur","Rajasthan"
"Jodhpur","342001","Jodhpur","Jodhpur","Rajasthan"
"Jodhpur City","342001","Jodhpur","Jodhpur","Rajasthan"
"K K Chowk","342001","Jodhpur","Jodhpur","Rajasthan"
"Katla Bazar","342001","Jodhpur","Jodhpur","Rajasthan"
"Khanda Falsa","342001","Jodhpur","Jodhpur","Rajasthan"
"Nagaouriyon Ka Bas","342001","Jodhpur","Jodhpur","Rajasthan"
"Nagauri Gate","342001","Jodhpur","Jodhpur","Rajasthan"
"Railway Office","342001","Jodhpur","Jodhpur","Rajasthan"
"Railway Workshop","342001","Jodhpur","Jodhpur","Rajasthan"
"Ratanada","342001","Jodhpur","Jodhpur","Rajasthan"
"Ratanada Bazar","342001","Jodhpur","Jodhpur","Rajasthan"
"Siwanchi Gate","342001","Jodhpur","Jodhpur","Rajasthan"
"Sojati Gate","342001","Jodhpur","Jodhpur","Rajasthan"
"University Campus","342001","Jodhpur","Jodhpur","Rajasthan"
"Jodhpur 2 Girdikot","342002","Jodhpur","Jodhpur","Rajasthan"
"Bhagat Ki Kothi","342003","Jodhpur","Jodhpur","Rajasthan"
"Gandhi Maidan","342003","Jodhpur","Jodhpur","Rajasthan"
"Industrial Area","342003","Jodhpur","Jodhpur","Rajasthan"
"Jalori Gate","342003","Jodhpur","Jodhpur","Rajasthan"
"Jodhpur 3 Sardarpura","342003","Jodhpur","Jodhpur","Rajasthan"
"Massuria","342003","Jodhpur","Jodhpur","Rajasthan"
"Shastri Circle","342003","Jodhpur","Jodhpur","Rajasthan"
"Shastri Nagar","342003","Jodhpur","Jodhpur","Rajasthan"
"Jodhpur 4","342004","Jodhpur","Jodhpur","Rajasthan"
"Partapnagar","342004","Jodhpur","Jodhpur","Rajasthan"
"Bhagat Ki Kothi","342005","Jodhpur","Jodhpur","Rajasthan"
"Jodhpur 5","342005","Jodhpur","Jodhpur","Rajasthan"
"Krishi Upaj Mandi","342005","Jodhpur","Jodhpur","Rajasthan"
"Jodhpur 6","342006","Jodhpur","Jodhpur","Rajasthan"
"Jodhpur Kacheri","342006","Jodhpur","Jodhpur","Rajasthan"
"Mahamandir Bazar","342006","Jodhpur","Jodhpur","Rajasthan"
"Udai Mandir","342006","Jodhpur","Jodhpur","Rajasthan"
"Umed Bhawan","342006","Jodhpur","Jodhpur","Rajasthan"
"Jodhpur 7","342007","Jodhpur","Jodhpur","Rajasthan"
"Krishi Upaj Mandi","342007","Jodhpur","Jodhpur","Rajasthan"
"Mandore Road","342007","Jodhpur","Jodhpur","Rajasthan"
"Jodhpur 8","342008","Jodhpur","Jodhpur","Rajasthan"
"Nandanwan","342008","Jodhpur","Jodhpur","Rajasthan"
"Jhanwar","342021","Jodhpur","Jodhpur","Rajasthan"
"Shergarh Jodhpur","342022","Jodhpur","Jodhpur","Rajasthan"
"Balesar","342023","Jodhpur","Jodhpur","Rajasthan"
"Soorsagar Jodhpur","342024","Jodhpur","Jodhpur","Rajasthan"
"Setrawa","342025","Jodhpur","Jodhpur","Rajasthan"
"B S F Training Centre Jod","342026","Jodhpur","Jodhpur","Rajasthan"
"Banar","342027","Jodhpur","Jodhpur","Rajasthan"
"Tena","342028","Jodhpur","Jodhpur","Rajasthan"
"Chaba","342029","Jodhpur","Jodhpur","Rajasthan"
"Denok","342030","Jodhpur","Jodhpur","Rajasthan"
"Keru","342031","Jodhpur","Jodhpur","Rajasthan"
"Agolai","342032","Jodhpur","Jodhpur","Rajasthan"
"Belwa Bagawatan","342033","Jodhpur","Jodhpur","Rajasthan"
"Sai","342034","Jodhpur","Jodhpur","Rajasthan"
"Lavera Baori","342037","Jodhpur","Jodhpur","Rajasthan"
"Phalodi","342301","Phalodi","Jodhpur","Rajasthan"
"Phalodi Naya Bazar","342301","Phalodi","Jodhpur","Rajasthan"
"Phalodi Sadar Bazar","342301","Phalodi","Jodhpur","Rajasthan"
"Lohawat","342302","Jodhpur","Jodhpur","Rajasthan"
"Osian","342303","Jodhpur","Jodhpur","Rajasthan"
"Mathania","342305","Jodhpur","Jodhpur","Rajasthan"
"Teori","342306","Jodhpur","Jodhpur","Rajasthan"
"Bap","342307","Jodhpur","Jodhpur","Rajasthan"
"Khichan","342308","Jodhpur","Jodhpur","Rajasthan"
"Peelwa Jodhpur","342309","Jodhpur","Jodhpur","Rajasthan"
"Nokh","342310","Jodhpur","Jodhpur","Rajasthan"
"Aau","342311","Jodhpur","Jodhpur","Rajasthan"
"Chadi","342312","Jodhpur","Jodhpur","Rajasthan"
"Dechu","342314","Jodhpur","Jodhpur","Rajasthan"
"Pipar","342601","Jodhpur","Jodhpur","Rajasthan"
"Pipar Chopata Bazar","342601","Jodhpur","Jodhpur","Rajasthan"
"Bilara","342602","Bilara","Jodhpur","Rajasthan"
"Bilara Subashmarg","342602","Jodhpur","Jodhpur","Rajasthan"
"Hariadhana","342602","Jodhpur","Jodhpur","Rajasthan"
"Bhopalgarh","342603","Jodhpur","Jodhpur","Rajasthan"
"Borunda","342604","Jodhpur","Jodhpur","Rajasthan"
"Bhawi","342605","Jodhpur","Jodhpur","Rajasthan"
"Pipar Road","342606","Jodhpur","Jodhpur","Rajasthan"
"Kharia Mithapur","342607","Jodhpur","Jodhpur","Rajasthan"
"Sathin","342608","Jodhpur","Jodhpur","Rajasthan"
"Kosana","342609","Jodhpur","Jodhpur","Rajasthan"
"Khejarla","342611","Jodhpur","Jodhpur","Rajasthan"
"Ransigaon","342612","Jodhpur","Jodhpur","Rajasthan"
"Dunara","342801","Jodhpur","Jodhpur","Rajasthan"
"Luni","342802","Jodhpur","Jodhpur","Rajasthan"
"Ajit","342803","Jodhpur","Jodhpur","Rajasthan"
"Salawas","342804","Jodhpur","Jodhpur","Rajasthan"
"Asop","342901","Jodhpur","Jodhpur","Rajasthan"
"Gotan","342902","Nagaur","Nagaur","Rajasthan"
"Jalore","343001","Jalore","Jalore","Rajasthan"
"Jalore Bus Stand","343001","Jalore","Jalore","Rajasthan"
"Jalore Collectorate","343001","Jalore","Jalore","Rajasthan"
"Jalore Suraj Pole","343001","Jalore","Jalore","Rajasthan"
"Jalore V D C","343001","Jalore","Jalore","Rajasthan"
"Badanwari","343011","Jalore","Jalore","Rajasthan"
"Umedabad","343021","Jalore","Jalore","Rajasthan"
"Sayala","343022","Jalore","Jalore","Rajasthan"
"Dhansa","343023","Jalore","Jalore","Rajasthan"
"Siana","343024","Jalore","Jalore","Rajasthan"
"Bagra","343025","Jalore","Jalore","Rajasthan"
"Santhu","343026","Jalore","Jalore","Rajasthan"
"Hadecha","343027","Jalore","Jalore","Rajasthan"
"Modran","343028","Jalore","Jalore","Rajasthan"
"Bhinmal","343029","Jalore","Jalore","Rajasthan"
"Sadar Bazar Bhinmal","343029","Jalore","Jalore","Rajasthan"
"Junjhani","343030","Jalore","Jalore","Rajasthan"
"Daspan","343031","Jalore","Jalore","Rajasthan"
"Bagoda","343032","Jalore","Jalore","Rajasthan"
"Sarwana","343033","Jalore","Jalore","Rajasthan"
"Nasoli","343034","Jalore","Jalore","Rajasthan"
"Kagmala","343039","Jalore","Jalore","Rajasthan"
"Malwara","343039","Jalore","Jalore","Rajasthan"
"Raniwara","343040","Jalore","Jalore","Rajasthan"
"Sanchore","343041","Sanchore","Jalore","Rajasthan"
"Mandawala","343042","Jalore","Jalore","Rajasthan"
"Mokalsar","343043","Barmer","Barmer","Rajasthan"
"Siwana","343044","Barmer","Barmer","Rajasthan"
"Thikhi","343045","Jalore","Jalore","Rajasthan"
"Bishangarh Jalore","343046","Jalore","Jalore","Rajasthan"
"Ramniya","343047","Jalore","Jalore","Rajasthan"
"Vadgaon","343048","Jalore","Jalore","Rajasthan"
"Barmer","344001","Barmer","Barmer","Rajasthan"
"Barmer Bsf","344001","Barmer","Barmer","Rajasthan"
"Barmer Collectorate","344001","Barmer","Barmer","Rajasthan"
"Barmer Dhani Bazar","344001","Barmer","Barmer","Rajasthan"
"Barmer Panghat Road","344001","Barmer","Barmer","Rajasthan"
"Bisala","344011","Barmer","Barmer","Rajasthan"
"Rani Gaon","344012","Barmer","Barmer","Rajasthan"
"Harsani","344013","Barmer","Barmer","Rajasthan"
"Nand","344014","Barmer","Barmer","Rajasthan"
"Mahabar","344015","Barmer","Barmer","Rajasthan"
"Samdari","344021","Barmer","Barmer","Rajasthan"
"Balotra","344022","Balotra","Barmer","Rajasthan"
"Balotra Bheru Bazar","344022","Balotra","Barmer","Rajasthan"
"Balotra Industrial Area","344022","Balotra","Barmer","Rajasthan"
"Balotra Sadar Bazar","344022","Balotra","Barmer","Rajasthan"
"Kanana","344023","Barmer","Barmer","Rajasthan"
"Jasol","344024","Barmer","Barmer","Rajasthan"
"Mewanagar","344025","Barmer","Barmer","Rajasthan"
"Kalyanpur Barmer","344026","Barmer","Barmer","Rajasthan"
"Parlu","344027","Barmer","Barmer","Rajasthan"
"Asadan","344028","Barmer","Barmer","Rajasthan"
"Majal","344029","Barmer","Barmer","Rajasthan"
"Gagaria","344030","Barmer","Barmer","Rajasthan"
"Guda Malani","344031","Barmer","Barmer","Rajasthan"
"Pachpadra City","344032","Barmer","Barmer","Rajasthan"
"Sindhari","344033","Barmer","Barmer","Rajasthan"
"Baitu","344034","Barmer","Barmer","Rajasthan"
"Kavas","344035","Barmer","Barmer","Rajasthan"
"Samdari R S","344036","Barmer","Barmer","Rajasthan"
"Sawau Padmsingh","344037","Barmer","Barmer","Rajasthan"
"Patodi","344038","Barmer","Barmer","Rajasthan"
"Asotra","344039","Barmer","Barmer","Rajasthan"
"Gadra Road","344501","Barmer","Barmer","Rajasthan"
"Ramsar Barmer","344502","Barmer","Barmer","Rajasthan"
"Munabao","344503","Barmer","Barmer","Rajasthan"
"Shiv","344701","Barmer","Barmer","Rajasthan"
"Chohtan","344702","Barmer","Barmer","Rajasthan"
"Rawatsar Barmer","344703","Hanumangarh","Hanumangarh","Rajasthan"
"Dhorimana","344704","Barmer","Barmer","Rajasthan"
"Gunga","344705","Barmer","Barmer","Rajasthan"
"Sedwa","344706","Barmer","Barmer","Rajasthan"
"Sanawada","344708","Barmer","Barmer","Rajasthan"
"Kotra","344709","Barmer","Barmer","Rajasthan"
"Padru","344801","Barmer","Barmer","Rajasthan"
"Jaisalmer","345001","Jaisalmer","Jaisalmer","Rajasthan"
"Jaisalmer City","345001","Jaisalmer","Jaisalmer","Rajasthan"
"Jaisalmer Collectorate","345001","Jaisalmer","Jaisalmer","Rajasthan"
"Jaisalmer Fort","345001","Jaisalmer","Jaisalmer","Rajasthan"
"Jaisalmer Station Road","345001","Jaisalmer","Jaisalmer","Rajasthan"
"Jaisalmer B S F","345002","Jaisalmer","Jaisalmer","Rajasthan"
"Pokaran","345021","Pokaran","Jaisalmer","Rajasthan"
"Pokaran City","345021","Jaisalmer","Jaisalmer","Rajasthan"
"Pokaran R S","345021","Jaisalmer","Jaisalmer","Rajasthan"
"Ramgrh Jaisalmer","345022","Jaisalmer","Jaisalmer","Rajasthan"
"Ramdeora","345023","Jaisalmer","Jaisalmer","Rajasthan"
"Bhaniana","345024","Jaisalmer","Jaisalmer","Rajasthan"
"Phalsund","345025","Jaisalmer","Jaisalmer","Rajasthan"
"Sankra","345026","Jaisalmer","Jaisalmer","Rajasthan"
"Sangad","345027","Jaisalmer","Jaisalmer","Rajasthan"
"Nachna","345028","Jaisalmer","Jaisalmer","Rajasthan"
"Chandan","345029","Jaisalmer","Jaisalmer","Rajasthan"
"Sam","345030","Jaisalmer","Jaisalmer","Rajasthan"
"Lathi","345031","Jaisalmer","Jaisalmer","Rajasthan"
"Khuhri Jaisalmer","345032","Jaisalmer","Jaisalmer","Rajasthan"
"City","360001","Rajkot","Rajkot","Gujarat"
"Collectorate","360001","Rajkot","Rajkot","Gujarat"
"Dharmendra Sinhji College","360001","Rajkot","Rajkot","Gujarat"
"Jairaj Plot","360001","Rajkot","Rajkot","Gujarat"
"Junction Plot","360001","Rajkot","Rajkot","Gujarat"
"Kalavad Road","360001","Rajkot","Rajkot","Gujarat"
"Mandvi Chowk","360001","Rajkot","Rajkot","Gujarat"
"Mochi Bazar","360001","Rajkot","Rajkot","Gujarat"
"Mu Co Chowk","360001","Rajkot","Rajkot","Gujarat"
"New Jagnath","360001","Rajkot","Rajkot","Gujarat"
"Parsi Agiyari Chwok","360001","Rajkot","Rajkot","Gujarat"
"Popatpara","360001","Rajkot","Rajkot","Gujarat"
"Race Course Road","360001","Rajkot","Rajkot","Gujarat"
"Rajkot","360001","Rajkot","Rajkot","Gujarat"
"Rajputpara","360001","Rajkot","Rajkot","Gujarat"
"Ramnathpara","360001","Rajkot","Rajkot","Gujarat"
"Manhar Plot","360002","Rajkot","Rajkot","Gujarat"
"Millpara","360002","Rajkot","Rajkot","Gujarat"
"Rajkot Bhaktinagar","360002","Rajkot","Rajkot","Gujarat"
"Sorathiawadi","360002","Rajkot","Rajkot","Gujarat"
"Udyognagar","360002","Rajkot","Rajkot","Gujarat"
"Viveknandnagar","360002","Rajkot","Rajkot","Gujarat"
"Aji Industrial Estate","360003","Rajkot","Rajkot","Gujarat"
"Marketing Yard","360003","Rajkot","Rajkot","Gujarat"
"Rajkot Bedipura","360003","Rajkot","Rajkot","Gujarat"
"Malaviyanagar","360004","Rajkot","Rajkot","Gujarat"
"Rajkot S N Gurukul","360004","Rajkot","Rajkot","Gujarat"
"Rajkot Saurastra","360004","Rajkot","Rajkot","Gujarat"
"University Campus","360005","Rajkot","Rajkot","Gujarat"
"Rajkot Bhomeshwar Plot","360006","Rajkot","Rajkot","Gujarat"
"Kasturbadham","360020","Rajkot","Rajkot","Gujarat"
"Sanosra Raj","360022","Rajkot","Rajkot","Gujarat"
"Ziana","360023","Rajkot","Rajkot","Gujarat"
"Sardhar","360025","Rajkot","Rajkot","Gujarat"
"Lodhika","360035","Rajkot","Rajkot","Gujarat"
"Atkot","360040","Rajkot","Rajkot","Gujarat"
"Jasdan","360050","Jasdan","Rajkot","Gujarat"
"Vinchhia","360050","Rajkot","Rajkot","Gujarat"
"Virnagar","360060","Rajkot","Rajkot","Gujarat"
"Mengani","360070","Rajkot","Rajkot","Gujarat"
"Bhadla","360080","Rajkot","Rajkot","Gujarat"
"Paddhari","360110","Paddhari","Surat","Gujarat"
"Bhojraj Para","360311","Rajkot","Rajkot","Gujarat"
"Bhuvneshwari Pith","360311","Rajkot","Rajkot","Gujarat"
"College Chowk","360311","Rajkot","Rajkot","Gujarat"
"Gondal","360311","Gondal","Rajkot","Gujarat"
"Market Yard","360311","Rajkot","Rajkot","Gujarat"
"Gomta","360320","Rajkot","Rajkot","Gujarat"
"Moviya","360320","Rajkot","Rajkot","Gujarat"
"Shivarajgadh","360335","Rajkot","Rajkot","Gujarat"
"Jetalsar Jn","360360","Rajkot","Rajkot","Gujarat"
"Fulwadi","360370","Rajkot","Rajkot","Gujarat"
"Jetpur","360370","Rajkot","Rajkot","Gujarat"
"Kapad Bazar","360370","Rajkot","Rajkot","Gujarat"
"Navagadh","360375","Rajkot","Rajkot","Gujarat"
"Virpur","360380","Rajkot","Rajkot","Gujarat"
"Jam Kandorna","360405","Jamnagar","Jamnagar","Gujarat"
"Darbargadh","360410","Rajkot","Rajkot","Gujarat"
"Dharoji","360410","Rajkot","Rajkot","Gujarat"
"Gim Plot","360410","Rajkot","Rajkot","Gujarat"
"Station Road","360410","Rajkot","Rajkot","Gujarat"
"Dhoraji Sugar Factory","360411","Rajkot","Rajkot","Gujarat"
"Moti Murad","360421","Rajkot","Rajkot","Gujarat"
"Patanvav","360430","Rajkot","Rajkot","Gujarat"
"Supedi","360440","Rajkot","Rajkot","Gujarat"
"Bazar Chowk","360450","Rajkot","Rajkot","Gujarat"
"Bhayavadar","360450","Bhayavadar","Rajkot","Gujarat"
"Chitravad","360452","Rajkot","Rajkot","Gujarat"
"Dhank","360460","Rajkot","Rajkot","Gujarat"
"Kolki","360470","Rajkot","Rajkot","Gujarat"
"Paneli","360480","Rajkot","Rajkot","Gujarat"
"Lathi Plot","360490","Rajkot","Rajkot","Gujarat"
"Panch Hatdi","360490","Rajkot","Rajkot","Gujarat"
"Upleta","360490","Upleta","Rajkot","Gujarat"
"Bhanvad","360510","Bhanvad","Jamnagar","Gujarat"
"Ranjitpura","360510","Jamnagar","Jamnagar","Gujarat"
"Verad","360515","Jamnagar","Jamnagar","Gujarat"
"Dhrapha","360520","Jamnagar","Jamnagar","Gujarat"
"Samana","360521","Jamnagar","Jamnagar","Gujarat"
"Darbargadh","360530","Jamnagar","Jamnagar","Gujarat"
"Jam Jodhpur","360530","Jam Jodhpur","Jamnagar","Gujarat"
"Vansjalia","360531","Jamnagar","Jamnagar","Gujarat"
"Kharedi","360540","Dohad","Dohad","Gujarat"
"Adityana","360545","Jamnagar","Jamnagar","Gujarat"
"Ranavav","360550","Ranavav","Junagadh","Gujarat"
"Ranavav","360550","Porbandar","Porbandar","Gujarat"
"Ranava RS","360560","Porbandar","Porbandar","Gujarat"
"Ranavav R S","360560","Junagadh","Junagadh","Gujarat"
"Ranakandorna","360570","Junagadh","Junagadh","Gujarat"
"Mokal","360571","Junagadh","Junagadh","Gujarat"
"Vaddla Rana","360572","Junagadh","Junagadh","Gujarat"
"Bhojeshwar Plot","360575","Junagadh","Junagadh","Gujarat"
"Chhaya Plot","360575","Junagadh","Junagadh","Gujarat"
"Hanumangufa","360575","Junagadh","Junagadh","Gujarat"
"M G Road","360575","Junagadh","Junagadh","Gujarat"
"Manek Chowk","360575","Junagadh","Junagadh","Gujarat"
"Milpara","360575","Junagadh","Junagadh","Gujarat"
"Porbandar","360575","Porbandar","Junagadh","Gujarat"
"Porbandhar HO","360575","Porbandar","Porbandar","Gujarat"
"Port Area","360575","Junagadh","Junagadh","Gujarat"
"Porbandar Birlasagar","360576","Junagadh","Junagadh","Gujarat"
"Porbandar G Id C","360577","Junagadh","Junagadh","Gujarat"
"Chhaya","360578","Chhaya","Junagadh","Gujarat"
"Bokhira","360579","Junagadh","Junagadh","Gujarat"
"Bakharla","360583","Junagadh","Junagadh","Gujarat"
"Navibundar","360585","Junagadh","Junagadh","Gujarat"
"Bagvadar","360590","Junagadh","Junagadh","Gujarat"
"Fatana","360592","Jamnagar","Jamnagar","Gujarat"
"Sodhana","360595","Jamnagar","Jamnagar","Gujarat"
"Grain Market","361001","Jamnagar","Jamnagar","Gujarat"
"Jamnagar","361001","Jamnagar","Jamnagar","Gujarat"
"Khambhalia Gate","361001","Jamnagar","Jamnagar","Gujarat"
"Lal Bunglow","361001","Jamnagar","Jamnagar","Gujarat"
"Mandvi Chowk","361001","Jamnagar","Jamnagar","Gujarat"
"New Super Market","361001","Jamnagar","Jamnagar","Gujarat"
"Pancheshwar Chowk","361001","Jamnagar","Jamnagar","Gujarat"
"Station Road","361001","Jamnagar","Jamnagar","Gujarat"
"Subhas Market","361001","Jamnagar","Jamnagar","Gujarat"
"Jamnagar Bedeshwar","361002","Jamnagar","Jamnagar","Gujarat"
"Jamnagar Aerodrome","361003","Jamnagar","Jamnagar","Gujarat"
"Jamnagar Digvijay","361004","Jamnagar","Jamnagar","Gujarat"
"Nagar Estate","361004","Jamnagar","Jamnagar","Gujarat"
"Khojanaka Road","361005","Jamnagar","Jamnagar","Gujarat"
"Pavan Chakli","361005","Jamnagar","Jamnagar","Gujarat"
"Plot","361005","Jamnagar","Jamnagar","Gujarat"
"Ranjitnagar","361005","Jamnagar","Jamnagar","Gujarat"
"Jamnagar Khodiyar Colony","361006","Jamnagar","Jamnagar","Gujarat"
"Jamnagar Gulabnagar","361007","Jamnagar","Jamnagar","Gujarat"
"Jamnagar Patel Colony","361008","Jamnagar","Jamnagar","Gujarat"
"Medical Campus","361008","Jamnagar","Jamnagar","Gujarat"
"Jamnagar Bedi","361009","Jamnagar","Jamnagar","Gujarat"
"Jamnagar Udyog","361009","Jamnagar","Jamnagar","Gujarat"
"Vadinar","361010","Jamnagar","Jamnagar","Gujarat"
"Hadiana","361011","Jamnagar","Jamnagar","Gujarat"
"Chela","361012","Jamnagar","Jamnagar","Gujarat"
"Khandhera","361013","Jamnagar","Jamnagar","Gujarat"
"Aliabada","361110","Jamnagar","Jamnagar","Gujarat"
"Dhuvav","361120","Jamnagar","Jamnagar","Gujarat"
"Jam Venthli","361130","Jamnagar","Jamnagar","Gujarat"
"Digvijaygram","361140","Digvijaygram","Jamnagar","Gujarat"
"Valsura","361150","Jamnagar","Jamnagar","Gujarat"
"Grain Market","361160","Jamnagar","Jamnagar","Gujarat"
"Kalavad","361160","Kalavad","Jamnagar","Gujarat"
"Nikava","361162","Jamnagar","Jamnagar","Gujarat"
"Lalpur","361170","Jamnagar","Jamnagar","Gujarat"
"Dhrol","361210","Dhrol","Jamnagar","Gujarat"
"Latipur","361220","Jamnagar","Jamnagar","Gujarat"
"Balachadi","361230","Jamnagar","Jamnagar","Gujarat"
"Balambha","361240","Jamnagar","Jamnagar","Gujarat"
"Jodiya","361250","Jamnagar","Jamnagar","Gujarat"
"Kanalus","361280","Jamnagar","Jamnagar","Gujarat"
"Kenedi","361285","Jamnagar","Jamnagar","Gujarat"
"Bhogat","361290","Jamnagar","Jamnagar","Gujarat"
"Jam Gadhka","361295","Jamnagar","Jamnagar","Gujarat"
"Nadana","361301","Jamnagar","Jamnagar","Gujarat"
"Kalyan Raiji Mandir","361305","Jamnagar","Jamnagar","Gujarat"
"Khambhalia","361305","Khambhalia","Jamnagar","Gujarat"
"Bhadthar","361306","Jamnagar","Jamnagar","Gujarat"
"Salaya","361310","Salaya","Jamnagar","Gujarat"
"Bhatia","361315","Jamnagar","Jamnagar","Gujarat"
"Ran","361316","Jamnagar","Jamnagar","Gujarat"
"Jam Kalyanpur","361320","Jamnagar","Jamnagar","Gujarat"
"Jam Devalia","361321","Jamnagar","Jamnagar","Gujarat"
"Lamba","361322","Jamnagar","Jamnagar","Gujarat"
"Raval","361325","Jamnagar","Jamnagar","Gujarat"
"Bet","361330","Jamnagar","Jamnagar","Gujarat"
"Dwarka","361335","Dwarka","Jamnagar","Gujarat"
"Town","361335","Jamnagar","Jamnagar","Gujarat"
"Dwarka Cement Factory","361336","Jamnagar","Jamnagar","Gujarat"
"Mithapur","361345","Mithapur","Jamnagar","Gujarat"
"Suraj Karadi","361347","Jamnagar","Jamnagar","Gujarat"
"Bazar","361350","Jamnagar","Jamnagar","Gujarat"
"Okha","361350","Jamnagar","Jamnagar","Gujarat"
"Agri Campus","362001","Junagadh","Junagadh","Gujarat"
"Bahauddin College Road","362001","Junagadh","Junagadh","Gujarat"
"Diwan Chowk","362001","Junagadh","Junagadh","Gujarat"
"Girnar Road","362001","Junagadh","Junagadh","Gujarat"
"Jagmal Road","362001","Junagadh","Junagadh","Gujarat"
"Jhalarapa","362001","Junagadh","Junagadh","Gujarat"
"Junagadh","362001","Junagadh","Junagadh","Gujarat"
"Kalva Chowk","362001","Junagadh","Junagadh","Gujarat"
"Mangnath Road","362001","Junagadh","Junagadh","Gujarat"
"P T C","362001","Junagadh","Junagadh","Gujarat"
"Ramnivas","362001","Junagadh","Junagadh","Gujarat"
"Sardarbaug","362001","Junagadh","Junagadh","Gujarat"
