original_id,project_or_tender,name,desc,state,location,pincode,status,budget,url,document_url,sector,sub_sector,timestamp_range
2023_AAI_166231_1,Tender,"Licence for Wellness Store at Domestic Security Hold Area (DSHA), New Integrated Terminal Building, Goa International Airport, Dabolim.","Licence for Wellness Store at Domestic Security Hold Area (DSHA), New Integrated Terminal Building, Goa International Airport, Dabolim.",Goa International Airport,Goa International Airport,403801,Open Tender,"4,92,00,000",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SYg1H7IZxX9aGLYgAfypupg%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Services,NA,"{'published_date': None, 'bid_opening_date': '15-Sep-2023 11:00 AM', 'submission_start_date': None, 'submission_end_date': '13-Sep-2023 05:00 PM'}"
2023_AAI_166266_1,Tender,"Short Term License to operate Food and Beverages Outlets (City side- outside terminal building) at Srinagar International Airport, Srinagar.","Short Term License to operate Food and Beverages Outlets (City side- outside terminal building) at Srinagar International Airport, Srinagar.","Srinagar International Airport, Srinagar","O/O Airport Director Airports Authority of India Srinagar International Airport, Srinagar",190007,Open Tender,NA,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SWxIc7jRlgn3xN%2By1CkWmNg%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Services,NA,"{'published_date': None, 'bid_opening_date': '15-Sep-2023 11:00 AM', 'submission_start_date': None, 'submission_end_date': '13-Sep-2023 05:00 PM'}"
2023_AAI_166168_1,Tender,Construction of Temporary Boundary Wall for Operationalization of ILS Glide Path at Bagdogra Airport,Construction of Temporary Boundary Wall for Operationalization of ILS Glide Path at Bagdogra Airport,Bagdogra Airport,"AAI, Bagdogra Airport",734421,Open Tender,"32,13,546",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SlfjPbbvO5z8f7woKTWDxqQ%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Civil Works,NA,"{'published_date': None, 'bid_opening_date': '15-Sep-2023 11:00 AM', 'submission_start_date': None, 'submission_end_date': '13-Sep-2023 05:00 PM'}"
2023_AAI_166119_1,Tender,"Special Repair and rehabilitation of airfield pavement at NSCBI Airport, Kolkata. SH Miscellaneous Electrical work",Miscellaneous Electrical work,"NSCBI Airport, Kolkata","Operational Building, EMD-II, AAI, NSCBI Airport, Kolkata-700052.",700124,Open Tender,"10,27,29,918",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SkLz%2Bio6k2RhOOLkfDdmHTA%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Electrical Works,NA,"{'published_date': None, 'bid_opening_date': '15-Sep-2023 11:00 AM', 'submission_start_date': None, 'submission_end_date': '13-Sep-2023 05:00 PM'}"
2023_AAI_166239_1,Tender,"Licence for Sim Card Kiosk inside International SHA (First floor) at Sri Guru Ram Dass Jee International Airport, Amritsar","Licence for Sim Card Kiosk inside International SHA (First floor) at Sri Guru Ram Dass Jee International Airport, Amritsar","SGRDJI Airport, Amritsar",Airports Authority of India,143101,Open Tender,"37,500",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S%2FPigP3FNa9%2FGrJIwY0fj6A%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Services,Sim Card Kiosk,"{'published_date': None, 'bid_opening_date': '15-Sep-2023 11:00 AM', 'submission_start_date': None, 'submission_end_date': '13-Sep-2023 05:00 PM'}"
2023_AAI_166243_1,Tender,Annual rate contract for repair and maintenance of civil works at Safdarjung Airport and connected area for the year 2023-24,Annual rate contract for repair and maintenance of civil works at Safdarjung Airport and connected area for the year 2023-24,"Safdarjung Airport, New Delhi","Safdarjung Airport, New Delhi",110003,Open Tender,"1,00,00,000",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SyintQbYiS9hQCoU6Ujt3Bg%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Civil Works,NA,"{'published_date': None, 'bid_opening_date': '15-Sep-2023 11:00 AM', 'submission_start_date': None, 'submission_end_date': '13-Sep-2023 05:00 PM'}"
2023_AAI_166000_1,Tender,Providing Operation  Maintenance Services for E and M Installations,"Providing Operation  Maintenance Services for E and M Installations
of Udaan Bhawan at Safdarjung Airport, New Delhi. (2023-25)","Udaan Bhawan at Safdarjung Airport, New Delhi","Udaan Bhawan at Safdarjung Airport, New Delhi",110003,Open Tender,"3,18,43,962",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SxQnwrC%2FiVJ3GQ8CRxf4f0Q%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Repair and Maintenance Services,NA,"{'published_date': None, 'bid_opening_date': '15-Sep-2023 11:00 AM', 'submission_start_date': None, 'submission_end_date': '13-Sep-2023 05:00 PM'}"
2023_AAI_164702_1,Tender,Modification of Storm Water Drains in Operational Area at Chennai Airport-(Balance work),Strom Water Drain,Chennai,"Airports Authority of India, Corporate Head Quarters, A-Block, 3rd Floor, Rajiv Gandhi Bhawan,  New Delhi-110 003",600016,Open Tender,"1,45,60,00,000",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SXWoE28KXpmjoHH1nxJXdxA%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Civil Works - Others,NA,"{'published_date': None, 'bid_opening_date': '15-Sep-2023 11:00 AM', 'submission_start_date': None, 'submission_end_date': '13-Sep-2023 05:00 PM'}"
2023_AAI_166212_1,Tender,"License for Snack Bar in First Floor SHA and Snack Bar in Forecourt Area Near Departure Gate of NITB at S.V. Airport, Raipur","License for Snack Bar in First Floor SHA and Snack Bar in Forecourt Area Near Departure Gate of NITB at S.V. Airport, Raipur",Swami Vivekananda Airport Raipur,O/o Airport Director S.V. Airport Raipur.,492015,Open Tender,"4,32,600",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SlEDDqIvbE%2Fkgih7LuKgjmw%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Services,NA,"{'published_date': None, 'bid_opening_date': '15-Sep-2023 11:00 AM', 'submission_start_date': None, 'submission_end_date': '13-Sep-2023 05:00 PM'}"
2023_AAI_166195_1,Tender,Annual Repair and Maintenance of Indian Aviation Academy and Hostel Block,Annual Repair and Maintenance of Indian Aviation Academy and Hostel Block,Vasant Kunj,IAA VASANT KUNJ NEW DELHI 110070,110070,Open Tender,NA,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SHbnUHZed82JhRrHCOYW7WA%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Civil Works,NA,"{'published_date': None, 'bid_opening_date': '15-Sep-2023 11:00 AM', 'submission_start_date': None, 'submission_end_date': '13-Sep-2023 05:00 PM'}"
2023_AAI_165917_1,Tender,"Maintenance of landscaping garden area in front of New Integrated Terminal Building over Car Park area and on side of Entry / Exit Road at NSCBI Airport, Kolkata during the year 2023-24","Maintenance of landscaping garden area in front of New Integrated Terminal Building over Car Park area and on side of Entry / Exit Road at NSCBI Airport, Kolkata during the year 2023-24","AAI, NSCBI Airport, Kolkata","AAI Operational Building, NSCBI Airport, Kolkata-700052",700052,Open Tender,"52,23,032",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SkRRTqLXXbsN2Lf%2B%2BmkG28A%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Civil Works - Others,Horticulture,"{'published_date': None, 'bid_opening_date': '15-Sep-2023 11:00 AM', 'submission_start_date': None, 'submission_end_date': '13-Sep-2023 05:00 PM'}"
2023_AAI_166159_1,Tender,"Upkeep of AAI Hostel, Community Hall, ASTI Building and Officers Institute at AAI Residential colony Guwahati (2023-24) (RECALL)","Upkeep of AAI Hostel, Community Hall, ASTI Building and Officers Institute at AAI Residential colony Guwahati (2023-24) (RECALL)","AAI Residential colony, RHQ, NER, Guwahati","O/o RED, AAI, RHQ, NER, Guwahati",781015,Open Tender,"33,45,000",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SRfmnxhBHPxJWCzT2BQ6gNg%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Civil Works,NA,"{'published_date': None, 'bid_opening_date': '15-Sep-2023 11:00 AM', 'submission_start_date': None, 'submission_end_date': '13-Sep-2023 05:00 PM'}"
2023_AAI_166092_1,Tender,All Inclusive Comprehensive Maintenance Contract and Operation of BHS in Terminal Building at Trichy International Airport for the Year 2023-24,All Inclusive Comprehensive Maintenance Contract and Operation of BHS in Terminal Building at Trichy International Airport for the Year 2023-24,"Inside Terminal Building, Trichy Airport","O/o Deputy General Manager (E-E). AAI, Trichy Airport",620007,Open Tender,"43,24,476",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SPZsZi2M5vajX%2BayMKHKfLw%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Electrical Works,Operation and AICMC,"{'published_date': None, 'bid_opening_date': '15-Sep-2023 11:00 AM', 'submission_start_date': None, 'submission_end_date': '13-Sep-2023 05:00 PM'}"
2023_AAI_166117_1,Tender,"A/R and M/O Civil works at Chennai Airport during 2023-24, SH Clearing bushes and Grass cutting at WT Station Mugalivakkam, MSSR in Porur and DVOR in Kancheepuram.","A/R and M/O Civil works at Chennai Airport during 2023-24, SH Clearing bushes and Grass cutting at WT Station Mugalivakkam, MSSR in Porur and DVOR in Kancheepuram.",Chennai.,"Operational office, RHQ/SR, Chennai.",600016,Open Tender,"16,24,000",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SxrnIVCK4KYokp4fSomn%2FLA%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Civil Works,NA,"{'published_date': None, 'bid_opening_date': '15-Sep-2023 11:00 AM', 'submission_start_date': None, 'submission_end_date': '13-Sep-2023 05:00 PM'}"
2023_AAI_166124_1,Tender,"Upkeep and Running of Guest House Facilities at AAI Residential Colony, Tirupati Airport (2023-25)","Upkeep and Running of Guest House Facilities at AAI Residential Colony, Tirupati Airport (2023-25)",Tirupati,"O/o JGM(E-E), AAI, Tirupati Airport.",517520,Open Tender,"49,23,494",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SlhctzUm8qmN3TlxFjRohpg%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Hosekeeping/ Cleaning Works,NA,"{'published_date': None, 'bid_opening_date': '15-Sep-2023 11:00 AM', 'submission_start_date': None, 'submission_end_date': '13-Sep-2023 05:00 PM'}"
2023_AAI_165939_1,Tender,Annual rate contract for repairs and maintenance of civil work for Terminal Building including Airside and Cityside and Apron area of Bagdogra Airport for the financial year 2023-25,Annual rate contract for repairs and maintenance of civil work for Terminal Building including Airside and Cityside and Apron area of Bagdogra Airport for the financial year 2023-25,Bagdogra Airport,"AAI, Bagdogra Airport",734421,Open Tender,"1,50,00,000",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SdeJKE6IH4nLsbXxhLRs4cA%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Civil Works,NA,"{'published_date': None, 'bid_opening_date': '15-Sep-2023 11:00 AM', 'submission_start_date': None, 'submission_end_date': '13-Sep-2023 05:00 PM'}"
2023_AAI_166009_1,Tender,"FRAGRANCES, MAKE-UP AND COSMETICS RETAIL STORE AT RANCHI AIRPORT","FRAGRANCES, MAKE-UP AND COSMETICS RETAIL STORE AT RANCHI AIRPORT",Ranchi Airport,Ranchi Airport,834002,Open Tender,"78,000",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SMkjdMvWr2MjoyJ2zVak9wQ%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Services,NA,"{'published_date': None, 'bid_opening_date': '15-Sep-2023 11:00 AM', 'submission_start_date': None, 'submission_end_date': '13-Sep-2023 05:00 PM'}"
2023_AAI_165994_1,Tender,Retail Outlet for  Ayurvedic/Herbal Health and Beauty Product Store In SHA at Ranchi Airport,"Retail Outlet for  Ayurvedic/Herbal Health and Beauty Product Store
In SHA at Ranchi Airport",Ranchi,Ranchi Airport,834002,Open Tender,"98,000",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SRN%2Bvz7IEoU3cRVlyTrEV8A%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Services,NA,"{'published_date': None, 'bid_opening_date': '15-Sep-2023 11:00 AM', 'submission_start_date': None, 'submission_end_date': '13-Sep-2023 05:00 PM'}"
2023_AAI_164159_1,Rate Contract,Facility Management Contract of E and M Installations at Puducherry Airport for the year 2023-25,Facility Management Contract of E and M Installations at Puducherry Airport for the year 2023-25,Puducherry Airport,"AGM (E E),
New Operational Offices, Chennai Airport",605008,Open Tender,"1,17,08,900",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SufUwDrnTEQ16PFptiZ7RxA%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Electrical Works,NA,"{'published_date': None, 'bid_opening_date': '15-Sep-2023 11:00 AM', 'submission_start_date': None, 'submission_end_date': '13-Sep-2023 05:00 PM'}"
2023_AAI_165822_1,,29-Aug-2023 06:00 PM,30-Aug-2023 09:30 AM,,"DABH Airport, Indore",,Limited,,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S3lGuBzhI3ICnSr%2Fo6GLz7Q%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,,,"{'published_date': '29-Aug-2023 06:00 PM', 'bid_opening_date': '18-Sep-2023 03:30 PM', 'submission_start_date': '30-Aug-2023 09:30 AM', 'submission_end_date': '15-Sep-2023 03:00 PM'}"
2023_AAI_165934_1,Rate Contract,Annual Rate contract for cartridges of Printers for 01 year,Annual Rate contract for cartridges of Printers for 01 year,"AAI, ATS Complex, Mumbai","Airports Authority of India, ATS Complex, Mumbai -400099",400099,Open Tender,"22,13,723",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SEzR24t6sPlxVDUM6OCofbQ%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Services,Annual Rate contract for cartridges of Printers fo,"{'published_date': None, 'bid_opening_date': '18-Sep-2023 03:30 PM', 'submission_start_date': None, 'submission_end_date': '15-Sep-2023 03:00 PM'}"
2023_AAI_165709_1,Rate Contract,"Repairing of cracks and spall edges of joints, Resurfacing of pavement and joint filling of Apron/Taxi/Isolation at LBSI Airport, Varanasi","Repairing of cracks and spall edges of joints, Resurfacing of pavement and joint filling of Apron/Taxi/Isolation at LBSI Airport, Varanasi",LBSI Airport Varanasi,LBSI Airport Varanasi,221006,Open Tender,"62,88,000",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SLPJgUw1IfiNZjijpn%2F4Tmw%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Civil Works,NA,"{'published_date': None, 'bid_opening_date': '18-Sep-2023 03:30 PM', 'submission_start_date': None, 'submission_end_date': '15-Sep-2023 03:00 PM'}"
2023_AAI_165946_1,Tender,"Licence for Apparels Retail Outlet inside International SHA (First floor) at Sri Guru Ram Dass Jee International Airport, Amritsar.","Licence for Apparels Retail Outlet inside International SHA (First floor) at Sri Guru Ram Dass Jee International Airport, Amritsar.","SGRDJI Airport, Amritsar",Airports Authority of India,143101,Open Tender,"2,75,000",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S2mXHAO8sdZnZQGaqCc20ig%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Services,Apparels Retail Outlet,"{'published_date': None, 'bid_opening_date': '18-Sep-2023 03:30 PM', 'submission_start_date': None, 'submission_end_date': '15-Sep-2023 03:00 PM'}"
